fkghdikaeeklgecgdkkchfcedbemficgllfaighiffdmabiaiheelaibcmaekhegfcgeaiibeefgmicdiialkddglgacfmffbfelgiffbgabdeiakiegfcbkkagffgmkcliialdagdgadifhhkhgigdfcmdfghbclimlieehflmbkimleiailkgbgaflmemgfibmcahmgdahbdhkfichbmahlicmdciaakfkfildiaalcffammbcbakcikifdbcdfflimmefgiflkfkbibdiemcaeeccaibmlehgikbcgehffbeemdmdeifiidgiifbkhgifklimiifblcgieaklchfbiabcbaekdelgiglkggfdiakclmiiialdfiemikcggmiimfbkcgghlhmielliiblcemgceeieaiilmfaikddbhfgedllicfkcegcelblkiilhhimhmgiblhfmbaabahgidgkgdkbhdhaeimalfifklidgemfi,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
eiggblkciikfielmcichihbedlebekihhehdagfmichacilffgdfiildfidlaccfehbicdikechgmmkafhhcmmemkciikbmiiifkglihaicfiflbealhhdhmmhfiibkaflffihlbabeciaichgicadcckdcfggckhiifmgihmkdighhddbllhbkllcbgiifbbbfkllbdgfdildiekigdbdcdidmdgfbhlaigafhmfghbchimalgggkmikicbbcbalhcgbfgahfflllchlgkbdaldgficldddillekeihgfgckgimeakfbcfhhfbilickkgdlfekdklmfliimbcfcfigibcahafdcmgedlkedigcekimibdfmmmfhiilabiidlcchmaldhkkidkdggaikaiigecibabiigaambeailfckcbbcmibmbkibelhghgafddaeldfdlbiiicfhiacimigfedfbidagciaagdmicfbghadfhade,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
fbedmhimiieadgbhhlklgilmilldgbfbdgbidfkcbadliahhlamhikdbelmfiimkdddebfmmiiiaiimahbhdkhkhihalakfbhikiheblcckfbdgihglbiechheemmbiffgemelibadicdbbhfddfdckdiemmaahdfabacgihefhagmiiabkgbgiebcafacbdimimilcffefelgbcgikkfgeammcbgelbdfimihecfgeidhghlebfgicikehegmiffhekfhlehcibbmbdeblibbcimkgkgbeafdhifibdbfgceikfdiiedafleacmffcihahkbiiikhbhlgmbllfcbgdcmfghkblaffbbcbdkcciilicighldmeaibmimiilimacibdmgbilkdbaddbekcmibccblihbmbiclfiddmehlckiieecadmcebicibidcaemgmhkfkiibdigihigbfahgmcikhmdhibdglihilfeiilllcikc,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
eafaiefbihakibihaafhgldfkdllbidflefelclfhiammadegcbeffgifhhdickhdbbfmlcabmldfbieailkafilfkaigkhlmgiikdaekflhcichiagiemfhkfmflghhabelhbekafklibffdbicgcalhfbmfbamialicdihdifdgkciigkcbkahidffelmiclifiihckbfeadmgbaifcihhlfcgdmiclbdldidcakiiiiimmfcdgdgehfddmibbcmiehfkaachfiahbbhcikbdbgbimakkcdicadkhabfkkkelkkdahcbdmaeiedbcebhikdcmgilbcghdkfkclbibgfihdkmbielckgbccaidiemilkhgbfkcekefadkfmakdfigmeefcadkkmfikgfaihmihmakmiidegidgkmkkbaheickiiibiaaagmhcbgfhiicbiddbkiakckhcaifekdimhkadigfmgmkfchaembmiiiikcc,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
hgkagaihighmbbaaigfkeaialeaicecghlakkiiigglmaiighlfklchahmfkecfhiileemfmefbdhkheggchiddhbadcbekehiciaafcleghklbiifgdicimecigifdldbgkcaclbiebacikemcgdigdkembdaidaemlmekfdiagbblmfhakhdgaifiekkicfmckailiekmfiflibhhkacihghiblbldiibiagllgklkihmidhgiieigifbeghmgeaiigcdlmmildagccmeklbekakilmfhgkmekehblbibhcmlekdbkkgmbmmfgfiimidelhiadiabhlhiimmkfmbldelkmeggfalehdilkemkeimcebikecmileekmbliffmicmkbdbbilegammihkadehhfililfmhbbibediafcaiaeaadifgifiigiihedmiiligkieihidaligigibkhlcklmehflcdcgkekmiififgikmeggb,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
fdhigfdfdbgaabbdgicglchalclecihadalhlegifciimecgldddfcbdllldkglfbgllccammggbcdbeiidcddelhkcbamdafimcgbmiaaehiglgbbfmilbkimiddllclcbfmgahfkfiddaggmdcifilkdfekfbcfeamelgkieeifigemhalcdbccgkcgdekibidfmkbgmggddccfakbihmdikimigkelgckkckkfidbmmkfgchhkblhckiiddhkkmdiabglfgmmegiiblhadehbafakaiiegdbaidhdgbiehclelgmidklgefifeblcmkigbalmaaddcfedcdbehkcekkmeibddcibdcmcalehagbdicibilefhigiciakfaggecakihmlgbkgcgehilimehaahkfedicmihigdmeiafbkmaflfhhlcemliemebbggldhbckgbaeahcbeldfbikaiflideffgcegecehdgeiheiihge,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
dkklleklbehlfhbdmeliigebcgihikhamgcdliklkgihlbiafacbalmadalcgbbmblfbmemflmimicmbdcikimkdfhekihbdcbfgmmghacgfkhmakmklgegmhdiaecllaiifhcelchbeflcliekgiefkbcemhicmeidibgifhdablifiklcaldbbfikfbflaihldbclchldkgcgiafchfhkfieddaaeibmbfhkegddkimlimcbmfddabimfddiidgiddmkalflbllkidmmliiadgahcifeeefcigblikgkdiiggmblbibgcmifllgiiagggicfmeefbbdbmmdagifibmlfebhaifkkbmbdbgidmdkkihihdlciiaimebibcgciekbehddmcficbfdmbeieafmdcifgdedclldcfbgiiikdikllihkbdmbafcaiklmilkfhblmedcmkfbbmlkgimhlfimgmhiadlhmelecfifgciamilb,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
bckbbedldceecfaieidlhibmmmmbigilgikhbiccbibammhcikbaihfaelccfgkdmeilkehigcclfgidlhlfceiakfgfkhbciifammbabdkillmelidhkdeccceiimdiddldiikdifbgblllebcbfdcmbblgiflfkadegeikaldghlmkiclilbicihmfkhbeegebcchmfigkemkmkmdfgdmciglkhmimlilegfddabhfaiiefmfaiiiggkilaidlmdhmglgcffkiglcihfbdflicgbclegadcmdiiihiacilhiceaeecicegkhbkcmfbdkliikdeeceebbmhgbaeahkhmidlehcigbdiagbahdfdkcelfdbcimigakffimcgiidgimidiilagckgccemdeigbhdfifiibgmakglaeeikiaiblbiblmmdhbgabacahikbcdeigmgdimhicdcliamblkihgfkfdckelbiiblcfbhafbbhf,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
bfbcbikcbkeicigclidgamlcfbmlaablcimfkfeblbgbfglikfggdgdaiaigfaalaieifbimmkmieialhhilbdefldefccfghkfmaciiedhfiibiilghmkbiafbicdaidkdmidemfhahiihlkaamagldheildkhdkagafhcghikdeddldcbiccdmfeedeheflblkeldachalligiicgflhllaihmbhbhhmgbiehabikieelfaaikhkbgeiifkggbkmbbehmldgmifglhkkflheaeilleclikdiebadggchflmmfmlaiiebcebeibmlecidiihkigibkfkbiemakdfeiickkfdfgfaidbiaemkkhflalhdkbakgkbmmbdkgkeaiaiicbabkfhligekillecbbagiacifdfahhgdiaghddmhchciellkfaimfaabdbimegllmhfcgiehkmhiccdhdgiefimacfgkicihllgekmifckidec,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
megdemglcchkmmmhmeaccfdbhalhlhfkcdibclihdaiiaaeilcdackkkeiabadkbbkfblgcmbhibdgffaghaddeelblilkkgigfdikiifcldlbggileklgaiiiglilcdaaekgeekffhblfbdecflaeegchikfklbbehiiidmghkmmfdgdimmghaaihlkmdkicmkdchfghhiilbkhimiiihghliiiglicllakebggifaeblhacbhbakhhhehcmicicacgfdhcihihghaceldcchmlkegmleaiaibeblfihlbbbifgbkkfidhffbifeciggcdgaeiimmakgaiilaimecedeamkfeiimialeeiihadilmciciihkaeeglbffkhfcmgdieicehkcibfdiahbmlcebegbghiihfabekcdilkkbmdiagcggahmbidbdiiehffimiemidhlifebkhacmebbgdimhmaagdkcchimighbkbehiehb,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
gcecgiciggikbiikdhaeigmbccalgdfeakgggedchgakckhkmlclhcimhhdlfbiehmbihmeeeblmkakgbiekdadiegdhddeemlfkigbifemhddcddbfakgihbchalaemkldbafkkcheifclgmmehbahmmiieffbbdiblfmigaiikahifmmiidklmmdfiheakhmlaicfegmmccmkdbmfhffllibfilihcblmibdieiffmfeakkciibdefahhfldkakaihmmiafiacbigihkigmicmadimmdmiaamgidibefiflhdchbcfmbfabefcdgmicdmicegedmheefhcbdmaeiglgdgigblcabihigieckagcmlfdigdagmgbgelheeemmbglgflffeghgkbkfdifacifimhldiimmgddaamibkhdmhbcafgbggmegiefdibcbaffeikhkkialimaehgimbmdklhaicdimbifgfflifceaecfehb,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
fagdadglhiflahkkideaidkigbmhffkgehahbfiglccdcbdldfbbfdabheklkhmfmcgdcikmimmckfhimecgfbbmchhmkggiahmkcekclgihflkiddcdedhhacdffcckmehiiaiielihgamikieekfdkbiaglliigccklclhbccddlabkkcadgffabbghabiclehhillmcckahiikfcialimaaebekdcaiihdclkigfdmebblldebdgilclieegelacdacklibagimkhbikkhaccgemiffkfbkifcldfkmkakkmckailbamflmmidckikfcldihaaafghiggiiekhiiaeiikelebhkiiihdgfmhhecdbfihcggfcifhgihimifleifbbghlfkmhkdhcildghifcfddhbegigkfaeameihieakbkddgdmhgkmmhgdlhfmcilimdbddhddailbkdbcmliicddhhfiiggglbmlahihfmeka,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
glikhdfgdkddlcaligkfgbfkmdgcmgibadkdfdkicmibfgkbghmggkkmiebmgkfgdiciklhcdikcichgeeahfkidfeiikghiicgiicliiiihikkfdikcaldmhieelfckikhekikkhbdididbebehkegciklfhimdeiieklhbfahmhgglcbkighbaiegiibhaiigakfdahekimiiebcbbgiliihghkillkcmeccilahmmimcebdgmkilmhhmbhigabciaahlgciccebidgeiglhiebagdhlkfdafaikehfiifhmebdieibcbfdalmffidmchmdbmacfdbichcifigciklfmbhkikehciigchidlkdldifkbliiilhgldhmbfmiaikkfladmchgmfmmgmkfilfgimkdahfmagbciihdlibabbbmghidfbhkhidicafhbccahkhileihedlilkbagcecficdficegbkbbimbggceillmfca,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
dekldfmibcgifbakfiikcgkeiaikhimeicleilalihfefibeiflgfglfhcbdmaecfkebdibcibelbamagiegigikiibaifebliifibikmhffkkebgmfhigikiiihhiachildmhbeklhifhmcmeeicachklkefmbadifdalgdgfibcaeafeidialhdaihkihlidimkiibidlggbcmibeikhmfiidideieclabhdicaaeckbalfiiiefdaiellhmgblagaahdfkmiklcbbikhhfamcgghcclidifacggdldkeicdfeccdkkfimagihfadiklcclmgaiffkdeimfembamckdihkblkdidffbmiicdgeggdfbhkbalieifmalkkkgkicmicfibdbdiccbiiclmhiibldckgigdfahbggfcakibmikkmcghaiililhimabdlaiimakghfglmlgclilgekilgbdfckilefaifeegicmiadaifk,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
lefgbhggkkfhibgcdededddehdggdmhegcidblcfifcmcilhbdmkdfehlaffcbaebbaecfcefbfccaelidghaicldkcfcfdegilcdkgmhkkffeacdfgdegcdlaafaeilaaiakmigielgkffkicaklbhielheaklfhdgkagfkahhbhecaaadmeikidabgeegmcdflbcdcfmcckkihkbiihiidccegbgkgigcahhhidmdbkglciekbigggeeffhkililkhmcmimgibifblfaiggkfhgifebfhgbiimaibibiecgkbaaggkbhmaimkmadidbmaiiilfkelklbliddlicgbglbimkflfdhdgiikmhbhklgbdmhbhhlcfkimambhmiigdelaakkfigfcialiliffgialggafbdmcggcidhhlhbiigbkcibakdaihciicdlelbhlmmemcilehcgaffhkelhmcakimikbmgmleflbfiglelibef,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
fmekgkielefdcieeeamiedmegmamaelehdighfahhfhbiieiclhcdicmgcffigfgdkhhlikhahlddiffliiicheafmialabhdmkkficidmekfiiikbedgihleikhdffcmbidiclcdihfgfiabbidiadfbbmhkiiieiliiifcdmmkmhbleeghababcgihieiggbhmgkcdckdgiiimdffambecfdaicmfleiilgkmmblkmimkkelbmfhkbfeibiikcfbgbbmeccgiagkdmcghgfemimggbihlbcigbhgicckckbgdkliklibgcmlfeccibekichcdbcfiaikkmiaddcdiiliamliiaagbmlmhlfbcmilcabbclbgiiimcbghfbcefleiihckhbidmlidhchehgfiihhccbfgikeeciligbgdiiibdghmeaedimbhelkiildbhllgfehafikcaeidggmbghdebgamcefmfaaeehbmibkglk,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
ligffkliaibimcbiakhmicecglbbfkkmbcikkiceicbddidiabgdaekkckblibblklcfkihdfgiggigadeibfdaglgefigkihhkcmkkkgelifhlcicechllelilghkadhhigmkmkakekceibhfdcehmkgadkkhcelfbcgbkdkdliiikdeikhdmeiehhbhkbickihfembcilciedmkgcliediidkekgglkiciklcalamkgklacghcchlccfghkgdghmlkecghmmaifillbkdeeikcgibhkdecmgfhbmcmidmgebfcihdcaafmbhmimlamigacmhflfgmklhkdhikfmiccdakhickhchiiieaifgkmfbgabgikbigicddkahfhdedamfecbfbhimfkheglaicgemldfkeamfikaambbiedlffgalhbbggkblehigfkliikhkbkgdacfmfhbeaikihlgicleaeggichhfiaifalgmikiiib,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
gldbiedggekiaeclhfcifcmkfhilahbkclfmcihhbfahkifikddiaedfkicabidgbbihigliigiagfimbhcaeimfegaedihibibcadliliiagchicfggkkmgkiemfflhfcfikiflkikikclbgkglmffkibeidbigkmhmhfehiamihdcebhbicggheficlfkmkgiiichmmcbbifkcfiikkigaklfbkbiclidclilbhiceihiaebkdmabcclmaefcidkhbhkhailidkiidifeidkeihfeiklllgakeidfggmblgahlhiglmmildidigiifbicafeechbmkalmikfkkmhlfkemmadiblgeiheimbbcmfhmeileibmbkmiibbfmhbhlkcdkbeiamahfebaeklffeagmdlffiiaecilamgaidfkbkakkcgglaialhlaeafbeabaikicmelcaldcehmfamchbhcakibiiamiaclleeallleide,[[0, 0, 0, 0, 0], [0, 0, 0, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 1, 1], [0, 0, 1, 0, 0], [0, 0, 1, 0, 1], [0, 0, 1, 1, 0], [0, 0, 1, 1, 1], [0, 1, 0, 0, 0], [0, 1, 0, 0, 0], [0, 1, 0, 0, 1], [0, 1, 0, 1, 0], [0, 1, 0, 1, 1], [0, 1, 1, 0, 0], [0, 1, 1, 0, 1], [0, 1, 1, 1, 0], [0, 1, 1, 1, 1], [1, 0, 0, 0, 0], [1, 0, 0, 0, 1], [1, 0, 0, 1, 0], [1, 0, 0, 1, 1], [1, 0, 0, 1, 1], [1, 0, 1, 0, 0], [1, 0, 1, 0, 1], [1, 0, 1, 1, 0], [1, 0, 1, 1, 1]]
