57404312213102573130535121623701575324660752536153337662374157531437046612335353163756240153524131576357403153520146143661013724660733535321375624015352414060075253527613574301533301615357376157466121,{b'a': [(5, 7)], b'b': [(2, 2), (4, 5), (5, 4), (6, 5)], b'c': [(4, 4), (7, 5)], b'd': [(3, 1), (4, 3)], b'e': [(0, 1), (1, 4), (3, 0), (4, 1), (7, 6)], b'f': [(1, 0), (3, 4), (7, 0)], b'g': [(0, 7), (1, 2), (6, 2)], b'h': [(3, 3), (5, 2)], b'i': [(1, 1), (6, 0), (6, 6)], b'j': [(4, 7), (7, 3)], b'k': [(0, 0), (0, 6), (3, 5), (5, 5)], b'l': [(0, 4), (2, 4), (4, 6), (7, 7)], b'm': [(0, 2), (1, 3), (2, 7), (7, 1)], b'n': [(4, 0)], b'o': [(1, 6), (2, 1)], b'p': [(2, 6)], b'q': [(3, 2), (4, 2), (7, 4)], b'r': [(3, 7)], b's': [(3, 6), (6, 1)], b't': [(5, 3)], b'u': [(0, 5), (5, 6)], b'v': [(6, 4), (6, 7)], b'w': [(5, 0), (5, 1)], b'x': [(0, 3), (1, 5), (2, 3), (2, 5), (7, 2)], b'y': [(1, 7), (6, 3)], b'z': [(2, 0)]}
26065721262570463014037635246754147001513506460374263021140525575103244754260102402614145576500554032624731254227051054766141470007612327626000330140376703403761470002624737614474026462606152600733524,{b'a': [(2, 6)], b'b': [(1, 0), (4, 0), (4, 6)], b'c': [(2, 1)], b'd': [(1, 5), (5, 7), (7, 3)], b'e': [(0, 3), (7, 0)], b'f': [(5, 4)], b'g': [(3, 6), (3, 7), (7, 4)], b'h': [(1, 4)], b'i': [(0, 5), (5, 5), (7, 7)], b'j': [(2, 2), (3, 1), (3, 3), (3, 4), (4, 4)], b'k': [(4, 5), (6, 4)], b'l': [(2, 5), (4, 3), (6, 2)], b'm': [(4, 1), (4, 2)], b'n': [(0, 6), (2, 4), (3, 2)], b'o': [(0, 7), (1, 2), (1, 7), (3, 5), (4, 7), (6, 1), (6, 7)], b'p': [(5, 2), (6, 3)], b'q': [(0, 4), (2, 0), (6, 5)], b'r': [(0, 0), (5, 1)], b's': [(7, 6)], b't': [(3, 0), (6, 6)], b'u': [(0, 2), (1, 6), (5, 3)], b'v': [(2, 3)], b'w': [(1, 1), (2, 7), (5, 0), (5, 6), (7, 1), (7, 5)], b'x': [(7, 2)], b'y': [(1, 3)], b'z': [(0, 1), (6, 0)]}
04317335112366163166720207235116315261430066665262660037003643522537445266667231340037511152546134043766166131737775730052001161316366447531613300540675510434526115151666110434000031603123426156520043,{b'a': [(0, 0), (0, 4), (6, 1)], b'b': [(5, 6)], b'c': [(5, 1)], b'd': [(4, 2), (6, 0), (6, 3), (7, 3)], b'e': [(1, 2), (2, 3), (2, 5), (7, 5)], b'f': [(0, 2), (7, 4)], b'g': [(2, 1), (2, 4), (3, 2)], b'h': [(1, 1), (1, 5), (4, 3), (4, 4), (4, 5)], b'i': [(5, 2)], b'j': [(0, 6), (0, 7), (7, 0)], b'k': [(1, 4)], b'l': [(3, 7)], b'm': [(3, 4)], b'n': [(3, 1)], b'o': [(1, 6), (7, 2)], b'p': [(4, 0), (7, 7)], b'q': [(5, 5)], b'r': [(0, 5), (5, 4), (6, 2)], b's': [(6, 6)], b't': [(2, 0), (3, 0), (3, 5), (3, 6), (5, 3), (5, 7)], b'u': [(0, 3), (1, 7)], b'v': [(1, 0), (2, 2), (2, 6)], b'w': [(6, 4), (6, 7), (7, 6)], b'x': [(1, 3), (5, 0)], b'y': [(2, 7), (4, 6), (4, 7), (6, 5), (7, 1)], b'z': [(0, 1), (3, 3), (4, 1)]}
04217157325121375157512144462144341046775746425177375152202152267600667136217361040526167765211621733726523601012671327677211672516126313516327426521655776635065766212340003530077623373246773265557766,{b'a': [(0, 4), (1, 6), (3, 6)], b'b': [(6, 1), (7, 4)], b'c': [(5, 0), (5, 2)], b'd': [(1, 1), (7, 1), (7, 3)], b'e': [(2, 6), (4, 0), (5, 1), (6, 6)], b'f': [(4, 2), (6, 0), (6, 4), (7, 5)], b'g': [(0, 2), (0, 3), (4, 7), (7, 0)], b'h': [(1, 0), (3, 2), (3, 7)], b'i': [(3, 5), (4, 6), (7, 6)], b'j': [(1, 7)], b'k': [(1, 2), (4, 3), (4, 5)], b'l': [(0, 1), (3, 0), (4, 1), (5, 4)], b'm': [(7, 2)], b'n': [(2, 1)], b'o': [(2, 0), (2, 5), (3, 4), (6, 5)], b'p': [(2, 7), (5, 3)], b'q': [(1, 5)], b'r': [(0, 5), (3, 1), (3, 3)], b's': [(7, 7)], b't': [(0, 6), (1, 3), (2, 3), (4, 4)], b'u': [(5, 5)], b'v': [(0, 0), (2, 2), (6, 7)], b'w': [(0, 7), (5, 7)], b'x': [(2, 4), (6, 3)], b'y': [(6, 2)], b'z': [(1, 4), (5, 6)]}
36352356630175055221206307364361207571362170107571525614701136137001305414765514013674235503701075223615360540557446337532541546331310522051364756202326756175700475166353551546713643216310362714551646,{b'a': [(5, 4), (5, 5)], b'b': [(0, 6), (7, 3), (7, 4)], b'c': [(0, 7), (5, 1)], b'd': [(4, 6)], b'e': [(2, 3), (7, 5)], b'f': [(0, 2), (0, 5), (7, 1)], b'g': [(6, 4)], b'h': [(0, 1), (1, 0), (4, 5)], b'i': [(3, 3), (5, 2)], b'j': [(6, 7), (7, 6)], b'k': [(3, 4)], b'l': [(1, 2), (3, 2), (4, 4)], b'm': [(0, 3), (1, 1), (5, 7)], b'n': [(1, 3), (1, 5), (1, 6)], b'o': [(3, 6)], b'p': [(3, 1), (4, 1), (4, 2), (6, 0)], b'q': [(3, 7), (6, 6)], b'r': [(2, 1), (5, 6), (6, 1)], b's': [(1, 4), (2, 0), (2, 2)], b't': [(6, 3), (7, 0)], b'u': [(2, 7), (4, 3), (4, 7)], b'v': [(0, 0), (2, 5), (3, 5)], b'w': [(0, 4), (2, 6), (3, 0), (6, 5)], b'x': [(1, 7), (5, 0), (7, 7)], b'y': [(2, 4), (5, 3)], b'z': [(4, 0), (6, 2), (7, 2)]}
36037614314536213760165160317035610051217614314551734643405121156027313260512176224355617731444476270351217636764443315176603413314073312206430532147601766476510176345124603413624305643621610527603413,{b'a': [(6, 0)], b'b': [(0, 7), (1, 0), (2, 3)], b'c': [(0, 6), (3, 0), (3, 7), (5, 3)], b'd': [(1, 3)], b'e': [(7, 6)], b'f': [(3, 5), (6, 2), (7, 7)], b'g': [(4, 7), (6, 6)], b'h': [(0, 3), (2, 1), (7, 3)], b'i': [(3, 1)], b'j': [(4, 1)], b'k': [(1, 7), (4, 4)], b'l': [(7, 4)], b'm': [(4, 6), (5, 0), (5, 2)], b'n': [(1, 1), (3, 4), (4, 0), (5, 5), (7, 0)], b'o': [(4, 3), (6, 1)], b'p': [(1, 6), (5, 4)], b'q': [(3, 3), (5, 6), (7, 5)], b'r': [(0, 0), (3, 2), (6, 4), (6, 7)], b's': [(1, 4), (2, 2), (2, 5), (2, 7)], b't': [(3, 6), (5, 1)], b'u': [(0, 5), (6, 5)], b'v': [(5, 7)], b'w': [(0, 1), (1, 5), (7, 1)], b'x': [(0, 2), (0, 4), (2, 6), (4, 5)], b'y': [(1, 2), (2, 0), (2, 4), (4, 2), (6, 3)], b'z': [(7, 2)]}
56073413444473507461427007307440562034015055327025507347327407562034034444735074364620364470767416726374235304703554341375703440213132110173553473777432337444757463212073463346442332233524775576722062,{b'a': [(0, 3), (1, 3), (5, 6)], b'b': [(3, 1)], b'c': [(3, 0), (5, 1)], b'd': [(3, 4)], b'e': [(5, 5), (7, 4)], b'f': [(0, 2), (1, 0), (2, 6), (4, 3), (5, 3), (6, 7)], b'g': [(2, 5), (5, 4), (6, 2), (6, 6)], b'h': [(5, 0), (7, 7)], b'i': [(1, 1), (7, 0), (7, 2)], b'j': [(2, 2), (5, 7)], b'k': [(0, 4), (6, 5), (7, 6)], b'l': [(4, 4)], b'm': [(3, 2)], b'n': [(0, 7), (2, 0), (3, 5)], b'o': [(2, 3), (4, 6)], b'p': [(1, 2), (6, 1)], b'q': [(0, 0), (1, 4), (2, 7), (5, 2), (6, 0), (7, 1)], b'r': [(3, 7), (4, 2)], b's': [(3, 3), (3, 6), (4, 0), (6, 3)], b't': [(0, 1), (2, 4), (7, 3)], b'u': [(2, 1)], b'v': [(4, 1), (7, 5)], b'w': [(1, 6), (4, 5)], b'x': [(0, 6), (1, 5), (6, 4)], b'y': [(0, 5), (4, 7)], b'z': [(1, 7)]}
25206640147630513006156350564414603661501551743407154557666630633015755013302066254507246131660745154430660745725475101402756230107540202606075057266607450615025243161545616654503413470700612666074715,{b'a': [(0, 6), (3, 6), (5, 0)], b'b': [(0, 2), (1, 3), (2, 5), (5, 1), (6, 4)], b'c': [(6, 3), (7, 3)], b'd': [(2, 6), (3, 1), (6, 0)], b'e': [(1, 4), (4, 5), (4, 7), (7, 5)], b'f': [(6, 2)], b'g': [(0, 1), (0, 4), (5, 3), (6, 7)], b'h': [(0, 7), (1, 6), (4, 1)], b'i': [(0, 0), (2, 4), (2, 7), (6, 5)], b'j': [(4, 0)], b'k': [(1, 2)], b'l': [(7, 7)], b'm': [(1, 5)], b'n': [(5, 7), (6, 1)], b'o': [(3, 0)], b'p': [(3, 3), (7, 1)], b'q': [(0, 5), (4, 6)], b'r': [(1, 0), (7, 6)], b's': [(3, 4), (4, 3), (4, 4)], b't': [(6, 6)], b'u': [(2, 0), (5, 2), (5, 6), (7, 4)], b'v': [(2, 2), (4, 2), (7, 0)], b'w': [(2, 3), (3, 5), (5, 4)], b'x': [(1, 7), (3, 2)], b'y': [(2, 1), (5, 5), (7, 2)], b'z': [(0, 3), (1, 1), (3, 7)]}
74206134421356126302147251327261325700574231125127266174464371666434422345516155746166723122452561467246456120715374665751543471314224427477316772417456314264557205717761347461445740722546103537723100,{b'a': [(4, 5), (7, 4)], b'b': [(1, 3), (6, 7)], b'c': [(3, 2), (4, 1), (4, 7)], b'd': [(6, 1)], b'e': [(4, 2), (7, 2)], b'f': [(1, 4), (4, 3)], b'g': [(4, 4)], b'h': [(0, 7), (3, 4), (4, 6), (5, 5)], b'i': [(1, 0), (1, 2), (5, 7)], b'j': [(0, 1), (2, 7), (6, 5), (7, 5)], b'k': [(3, 3), (5, 0)], b'l': [(0, 5), (2, 3), (6, 3), (7, 0)], b'm': [(1, 7), (3, 5)], b'n': [(2, 0), (2, 5), (5, 1)], b'o': [(7, 1)], b'p': [(1, 6)], b'q': [(0, 4), (2, 1), (6, 0), (7, 6)], b'r': [(3, 7), (6, 6), (7, 7)], b's': [(3, 1)], b't': [(0, 0), (0, 2), (2, 2), (5, 4), (6, 4)], b'u': [(2, 6), (5, 6)], b'v': [(0, 3), (4, 0), (6, 2)], b'w': [(3, 6), (5, 3), (7, 3)], b'x': [(0, 6), (1, 5), (3, 0)], b'y': [(2, 4), (5, 2)], b'z': [(1, 1)]}
16340556417771407731715313567731340625133134015653103056377177311362400016301361344325245310315616533710531334111347611416221377347731130300164577311316773113500016423171104050131671532416773477317137,{b'a': [(1, 0), (1, 4), (2, 7), (5, 6)], b'b': [(1, 1), (3, 2), (6, 4)], b'c': [(2, 1), (2, 2), (3, 0), (5, 4)], b'd': [(5, 3)], b'e': [(1, 3), (7, 1)], b'f': [(0, 6), (4, 1), (4, 3), (7, 2)], b'g': [(3, 3), (4, 2), (4, 5)], b'h': [(3, 1)], b'i': [(0, 0), (0, 1), (1, 5), (2, 0), (4, 7)], b'j': [(2, 5)], b'k': [(0, 3), (2, 6), (5, 0)], b'l': [(0, 7), (4, 6), (5, 1), (5, 7), (6, 5)], b'm': [(3, 7), (5, 5)], b'n': [(1, 6)], b'o': [(3, 4)], b'p': [(0, 2), (6, 2)], b'q': [(6, 7)], b'r': [(4, 0), (4, 4)], b's': [(1, 7), (6, 1), (6, 3)], b't': [(7, 7)], b'u': [(2, 4), (3, 6), (7, 6)], b'v': [(6, 0), (7, 3)], b'w': [(0, 5), (2, 3), (3, 5), (6, 6)], b'x': [(7, 0)], b'y': [(1, 2), (5, 2), (7, 5)], b'z': [(0, 4), (7, 4)]}
63044616244464723223112146137216317444244644243065513046441624233044516504604467744471467241112146043373253053541121305133434367600446564611213011514644257351460360465630434472243227721550445037175341,{b'a': [(4, 4)], b'b': [(5, 0), (7, 7)], b'c': [(6, 5)], b'd': [(2, 4), (7, 1)], b'e': [(3, 0), (4, 6)], b'f': [(0, 2), (4, 0), (5, 4)], b'g': [(3, 1), (3, 6)], b'h': [(0, 4), (2, 1)], b'i': [(7, 2)], b'j': [(0, 1), (3, 5)], b'k': [(1, 3), (6, 2)], b'l': [(0, 5), (1, 7), (4, 3)], b'm': [(2, 2), (7, 4)], b'n': [(1, 5), (1, 6), (4, 1)], b'o': [(3, 3), (5, 3)], b'p': [(0, 6), (2, 7), (7, 5)], b'q': [(1, 4), (6, 1)], b'r': [(5, 1), (5, 6), (6, 4), (6, 6)], b's': [(0, 3), (2, 3), (2, 5), (6, 7), (7, 6)], b't': [(1, 1), (6, 3)], b'u': [(3, 2), (5, 2), (7, 3)], b'v': [(1, 0), (2, 0), (5, 5), (5, 7)], b'w': [(6, 0), (7, 0)], b'x': [(1, 2), (3, 4)], b'y': [(0, 0), (2, 6), (3, 7), (4, 2)], b'z': [(0, 7), (4, 5), (4, 7)]}
55502577257331257473567431145550565556002504170125635550252506145755752531255701176625140555752550143373251405555024021452555014732552257417012500557514655425061457255575250414521406402537767356742536,{b'a': [(5, 6)], b'b': [(1, 1), (5, 4), (7, 2)], b'c': [(6, 6)], b'd': [(4, 1), (4, 6), (5, 2)], b'e': [(2, 5)], b'f': [(0, 5), (0, 6), (3, 2)], b'g': [(0, 2), (0, 4), (4, 4), (6, 7)], b'h': [(5, 0), (7, 5)], b'i': [(1, 7)], b'j': [(1, 0), (1, 5), (2, 2), (3, 5), (4, 0), (6, 4)], b'k': [(2, 0), (2, 1), (5, 1)], b'l': [(7, 4)], b'm': [(0, 3), (1, 2), (3, 6), (7, 0)], b'n': [(1, 3), (5, 3), (6, 3)], b'o': [(1, 4)], b'p': [(2, 3), (4, 3), (4, 7)], b'q': [(0, 7), (2, 7), (4, 5), (6, 1)], b'r': [(0, 0), (3, 7), (5, 7)], b's': [(3, 1), (7, 3)], b't': [(5, 5)], b'u': [(3, 3), (4, 2), (6, 5), (7, 6)], b'v': [(0, 1), (6, 2), (7, 7)], b'w': [(3, 0)], b'x': [(2, 6), (6, 0)], b'y': [(2, 4)], b'z': [(1, 6), (3, 4), (7, 1)]}
07453436750336347521543334053644452127573642455142752100053475335734414654622205321355360247055741201567624470225462224132156747436054320551233644366277417643201560624450115437435741322340362005544322,{b'a': [(0, 5), (4, 1), (4, 3), (6, 2)], b'b': [(2, 6), (4, 0)], b'c': [(5, 0), (7, 0)], b'd': [(1, 3), (1, 5), (1, 6), (2, 3), (2, 4)], b'e': [(3, 6)], b'f': [(0, 6), (2, 1)], b'g': [(6, 6)], b'h': [(1, 1), (2, 2), (5, 7)], b'i': [(4, 7), (5, 4)], b'j': [(3, 7), (5, 5)], b'k': [(1, 0), (6, 4), (6, 5)], b'l': [(4, 4), (7, 4)], b'm': [(0, 7), (4, 6), (6, 0), (6, 7)], b'n': [(2, 0), (3, 2), (5, 1)], b'o': [(0, 1), (2, 5), (4, 5), (7, 5)], b'p': [(0, 0), (6, 1)], b'q': [(1, 4)], b'r': [(3, 4), (5, 2), (7, 6)], b's': [(3, 3), (4, 2)], b't': [(0, 4), (2, 7), (5, 3)], b'u': [(7, 2)], b'v': [(0, 3), (3, 0)], b'w': [(5, 6)], b'x': [(1, 7), (3, 5), (7, 3)], b'y': [(3, 1), (6, 3), (7, 1)], b'z': [(0, 2), (1, 2), (7, 7)]}
20214160112072135543175410441370277766433574575566206620436655605521447120133171202113310755276602360755216454706327445420577255272631713572633163215733273537446610741711200736725521033536665761661010,{b'a': [(5, 4), (6, 6)], b'b': [(0, 3), (2, 2), (3, 0), (4, 7), (6, 7)], b'c': [(0, 6), (6, 2), (6, 4), (7, 6)], b'd': [(4, 5), (5, 7)], b'e': [(2, 1), (2, 7), (7, 4)], b'f': [(3, 1)], b'g': [(4, 0)], b'h': [(5, 5)], b'i': [(4, 3), (6, 3)], b'j': [(3, 3)], b'k': [(1, 2), (2, 5)], b'l': [(1, 0)], b'm': [(0, 1), (1, 7), (4, 2), (7, 3)], b'n': [(2, 0)], b'o': [(1, 3), (3, 6), (7, 1)], b'p': [(0, 2), (7, 7)], b'q': [(0, 4), (2, 4), (5, 0), (6, 5)], b'r': [(0, 5), (3, 5), (7, 0)], b's': [(4, 4)], b't': [(0, 7), (6, 0), (7, 2)], b'u': [(1, 1), (3, 7), (5, 1)], b'v': [(1, 4), (5, 2)], b'w': [(1, 6), (3, 4), (6, 1), (7, 5)], b'x': [(1, 5), (3, 2), (4, 1)], b'y': [(2, 3), (2, 6), (4, 6), (5, 3)], b'z': [(0, 0), (5, 6)]}
13505734323310721302276050351060513073272323012735130472272251105226522715272050512613100532155060503523012750510752232011767051710120232613101013203523012715275110136313507152207335715611712720212730,{b'a': [(1, 3), (6, 0)], b'b': [(0, 5), (3, 3), (4, 7)], b'c': [(1, 7), (2, 5), (4, 4), (5, 5), (7, 1)], b'd': [(3, 0), (3, 5), (5, 7)], b'e': [(2, 7)], b'f': [(4, 2)], b'g': [(0, 7), (3, 6), (7, 7)], b'h': [(0, 1), (5, 2), (7, 0)], b'i': [(2, 0), (5, 1)], b'j': [(3, 4), (5, 3), (6, 5)], b'k': [(0, 2), (1, 6)], b'l': [(4, 0), (7, 3)], b'm': [(5, 4), (6, 3)], b'n': [(1, 1), (5, 0)], b'o': [(3, 2), (5, 6)], b'p': [(7, 2)], b'q': [(0, 0), (2, 4), (3, 1), (4, 6), (6, 7), (7, 5)], b'r': [(1, 5), (2, 2)], b's': [(1, 0)], b't': [(2, 3)], b'u': [(6, 4), (6, 6)], b'v': [(0, 3), (2, 1)], b'w': [(1, 2), (2, 6), (7, 6)], b'x': [(3, 7)], b'y': [(0, 4), (1, 4), (4, 1), (4, 3), (6, 1), (7, 4)], b'z': [(0, 6), (4, 5), (6, 2)]}
02253577304557362035775604254535643034126263227110717726363751364631523424664563200233343537362066712337207034243523150323365066340336203547116045513646227217744505234340745215233045526235463437360434,{b'a': [(0, 0), (0, 2), (0, 5), (1, 1), (1, 5), (6, 2)], b'b': [(4, 6)], b'c': [(1, 2), (7, 4)], b'd': [(3, 5)], b'e': [(3, 4), (4, 5)], b'f': [(3, 7), (4, 4), (5, 4)], b'g': [(3, 2), (4, 7), (6, 5)], b'h': [(3, 0), (5, 2), (6, 6)], b'i': [(1, 7), (2, 1), (7, 0), (7, 1)], b'j': [(5, 1)], b'k': [(0, 7), (6, 7), (7, 3)], b'l': [(0, 3), (5, 7)], b'm': [(4, 3), (5, 5)], b'n': [(2, 4), (2, 5)], b'o': [(3, 6)], b'p': [(6, 3)], b'q': [(0, 1), (1, 4), (1, 6), (4, 1), (4, 2)], b'r': [(0, 4), (2, 0)], b's': [(0, 6), (2, 3)], b't': [(2, 2), (5, 0), (6, 4), (7, 7)], b'u': [(4, 0), (5, 3), (5, 6), (7, 6)], b'v': [(1, 0), (6, 0), (6, 1)], b'w': [(3, 1), (7, 2)], b'x': [(1, 3)], b'y': [(2, 6), (3, 3)], b'z': [(2, 7), (7, 5)]}
57515321737361210750676421742045555556037317760770676445746701717673576526762074101673211373653724273517735176331613735214307351763050475173455706134714747330122173517361216121626073552220743045702613,{b'a': [(2, 2), (6, 2), (6, 5)], b'b': [(1, 0), (3, 7)], b'c': [(6, 7)], b'd': [(7, 4)], b'e': [(2, 1), (4, 5), (7, 6)], b'f': [(0, 3), (5, 2)], b'g': [(4, 7)], b'h': [(1, 7), (5, 1), (6, 1)], b'i': [(0, 4), (1, 2), (2, 7), (3, 4), (5, 0), (6, 3), (7, 0)], b'j': [(1, 5), (3, 3), (7, 2)], b'k': [(3, 2), (6, 4)], b'l': [(2, 4), (5, 3)], b'm': [(4, 2), (5, 4), (7, 1)], b'n': [(2, 0), (2, 6)], b'o': [(0, 1), (1, 4), (5, 6), (5, 7)], b'p': [(1, 1)], b'q': [(3, 6), (6, 6)], b'r': [(3, 0), (6, 0)], b's': [(1, 3), (3, 5), (5, 5)], b't': [(7, 3)], b'u': [(0, 6), (1, 6), (4, 1)], b'v': [(4, 0), (4, 4), (7, 7)], b'w': [(0, 0), (0, 7), (4, 3)], b'x': [(2, 3), (3, 1)], b'y': [(0, 2), (0, 5), (4, 6), (7, 5)], b'z': [(2, 5)]}
74113464330412626311550155651627352441255011343266112435742704705115032315622536033453740334323177701211345607112477501013537224510753703331137675175550115113371666343667153555211504333741705115052411,{b'a': [(2, 4), (3, 3)], b'b': [(3, 1), (4, 6), (6, 1)], b'c': [(0, 2), (1, 0), (4, 1)], b'd': [(0, 1), (3, 0), (6, 7)], b'e': [(1, 5), (2, 5), (7, 0)], b'f': [(3, 6)], b'g': [(1, 6)], b'h': [(1, 1)], b'i': [(5, 4), (5, 5)], b'j': [(2, 0)], b'k': [(4, 2), (5, 2)], b'l': [(0, 5), (3, 5), (7, 7)], b'm': [(4, 0), (5, 3), (6, 2)], b'n': [(3, 7), (6, 5), (7, 3)], b'o': [(1, 3), (3, 4), (6, 0)], b'p': [(2, 7), (7, 1), (7, 2)], b'q': [(1, 4), (2, 2), (5, 7)], b'r': [(0, 3), (0, 4), (4, 3)], b's': [(0, 7), (5, 1), (6, 6)], b't': [(0, 6), (1, 2), (5, 0), (7, 4), (7, 5)], b'u': [(3, 2), (5, 6), (6, 4), (7, 6)], b'v': [(2, 1), (2, 3)], b'w': [(1, 7), (4, 5)], b'x': [(0, 0), (2, 6), (4, 7)], b'y': [(6, 3)], b'z': [(4, 4)]}
55544127654002140041076543023765403723672444136154414144376662406027244042244407245537374140025362400067654042576005256765443474163044415554411243454427244013464071612633402765405127003212277454247442,{b'a': [(4, 3), (5, 5), (6, 1)], b'b': [(4, 6)], b'c': [(1, 6), (3, 5), (4, 7), (7, 1)], b'd': [(4, 1)], b'e': [(4, 0), (4, 4)], b'f': [(5, 2), (5, 7)], b'g': [(0, 3), (3, 6)], b'h': [(2, 4), (6, 5)], b'i': [(3, 1), (5, 3), (6, 6), (7, 4), (7, 6)], b'j': [(1, 7), (6, 3), (7, 2), (7, 7)], b'k': [(0, 4), (2, 0), (3, 0)], b'l': [(0, 2), (3, 7)], b'm': [(1, 3), (2, 5), (4, 2)], b'n': [(5, 4)], b'o': [(0, 1), (0, 5), (0, 6), (1, 4)], b'p': [(1, 1), (2, 3)], b'q': [(1, 0), (1, 5), (7, 3)], b'r': [(0, 0), (6, 0), (7, 5)], b's': [(0, 7), (1, 2), (3, 3)], b't': [(2, 7), (6, 7)], b'u': [(2, 6), (3, 2)], b'v': [(4, 5), (6, 2)], b'w': [(3, 4)], b'x': [(2, 1), (5, 0), (6, 4)], b'y': [(2, 2), (5, 1), (5, 6)], b'z': [(7, 0)]}
34730221003454341010274556246230300003417114544514556662020321733415365327543427627114665336725030214221107056673025351435745066625421036245266521401024546221703027622442345701240034552667514107303530,{b'a': [(0, 2), (4, 5)], b'b': [(2, 6)], b'c': [(0, 6), (3, 2), (5, 7), (6, 0)], b'd': [(0, 0), (4, 0), (4, 6)], b'e': [(2, 4), (3, 0), (6, 7)], b'f': [(1, 2), (4, 4), (5, 1)], b'g': [(0, 5), (7, 2)], b'h': [(6, 2)], b'i': [(2, 1), (3, 4)], b'j': [(2, 2), (6, 3)], b'k': [(0, 1), (2, 3), (5, 6), (7, 6)], b'l': [(1, 0), (6, 4), (7, 0)], b'm': [(3, 5), (7, 1)], b'n': [(1, 5), (3, 6), (4, 7)], b'o': [(4, 1), (5, 3), (7, 4)], b'p': [(2, 5), (3, 3), (4, 3), (5, 2)], b'q': [(7, 7)], b'r': [(0, 7), (2, 0), (6, 5)], b's': [(5, 5), (7, 3)], b't': [(0, 3), (2, 7), (6, 6)], b'u': [(1, 3), (5, 0)], b'v': [(6, 1)], b'w': [(4, 2), (5, 4)], b'x': [(1, 6), (3, 1), (7, 5)], b'y': [(1, 4), (3, 7)], b'z': [(0, 4), (1, 1), (1, 7)]}
77537735253325437614317277434466204446547766206620440140726366713124710315736620556631456620767455267662175666766620124453773507774377735054776620662012203331017666207645207607657656127641774031331225,{b'a': [(3, 3), (7, 2)], b'b': [(1, 0)], b'c': [(2, 1)], b'd': [(3, 2), (6, 2)], b'e': [(1, 2), (1, 5), (4, 4), (4, 6), (7, 1)], b'f': [(0, 0), (1, 1), (4, 1), (6, 0)], b'g': [(2, 6), (5, 0), (6, 7)], b'h': [(2, 0)], b'i': [(7, 7)], b'j': [(4, 2)], b'k': [(1, 6), (2, 2), (7, 5)], b'l': [(0, 7), (2, 5), (3, 5), (6, 3)], b'm': [(0, 6), (3, 7), (5, 2), (7, 4)], b'n': [(5, 6), (7, 3)], b'o': [(7, 6)], b'p': [(0, 1), (0, 4), (1, 4), (2, 7), (4, 7), (5, 7)], b'q': [(0, 2), (2, 3), (5, 1), (7, 0)], b'r': [(3, 1)], b's': [(4, 0), (4, 3)], b't': [(6, 6)], b'u': [(1, 7), (4, 5)], b'v': [(0, 3), (1, 3)], b'w': [(5, 3), (5, 4)], b'x': [(0, 5), (3, 0), (6, 1)], b'y': [(2, 4), (5, 5), (6, 5)], b'z': [(3, 4), (3, 6), (6, 4)]}
43617263746772460623641552724423120023326452311512466421720702677212306443644172541400157464140772663215417256426016720732024527726433236415527260024017457227476442663343326441312523024632664572517245,{b'a': [(0, 4), (2, 4), (4, 7)], b'b': [(0, 1), (7, 7)], b'c': [(6, 0)], b'd': [(0, 3), (0, 7), (6, 1)], b'e': [(7, 2)], b'f': [(3, 2)], b'g': [(1, 7), (2, 7), (7, 3)], b'h': [(4, 1), (5, 2)], b'i': [(4, 2), (7, 1), (7, 4)], b'j': [(3, 4), (5, 3), (6, 5)], b'k': [(1, 6), (6, 2)], b'l': [(0, 0), (2, 1), (6, 3)], b'm': [(5, 4), (7, 6)], b'n': [(0, 6), (3, 0), (3, 3), (4, 0)], b'o': [(0, 2), (2, 3), (4, 3), (6, 6)], b'p': [(2, 5), (3, 7)], b'q': [(1, 1), (2, 0), (3, 5), (5, 7), (7, 0)], b'r': [(4, 5), (4, 6)], b's': [(3, 6), (4, 4), (7, 5)], b't': [(1, 5), (6, 4)], b'u': [(1, 2), (1, 4)], b'v': [(5, 1), (6, 7)], b'w': [(0, 5), (2, 6), (5, 6)], b'x': [(1, 0), (1, 3), (2, 2), (5, 5)], b'y': [(3, 1)], b'z': [(5, 0)]}
